video_id,summary,category
7317028968568343850,"The video is a series of humorous and relatable tips for overcoming shyness and anxiety when talking to girls. The first tip is to not let your mind wander to the idea of sleeping with them, as it can make the conversation more stressful. The second tip is to take a more relaxed approach to the conversation, as if you're just talking to a friend. The third tip is to focus on the conversation itself, rather than worrying about the outcome. The video ends with a humorous take on the idea of not wanting to sleep with someone, as if you're not actually interested in dating them.",Science & Technology
7387743887940390177,"The video features a person wearing a white, knitted sweater with a zipper. The person is standing in a room with a white wall and a door in the background. The person is making a gesture with their hand, possibly indicating frustration or disbelief. The person is also wearing a nose ring and has long, wavy hair. The person is saying, ""Someone in their twenties says they aren't voting,"" which suggests a commentary on the person's age and political engagement. The person is also saying, ""You're not really into politics? Okay, fair enough. But what are you into? Transformers? Pokemon, you fucking child?"" This line implies a sarc",Science & Technology
7283171808595971370,"The video features a woman with long black hair, wearing a black tank top and a nose ring. She is standing in a room with a white wall and a plant in the background. The woman is making various hand gestures and movements, including raising her hand to her face and covering her mouth with her hand. The text on the screen reads ""NO BECAUSEI rea lairs remember the duck dick among the stand guy at the raking for the stand guy at the raking for the stand guy at the raking for the stand guy at the raking for the stand guy at the raking for the stand guy at the raking for the stand guy at the raking",Relationship
7302492057975688490,A person wearing a black and white tie-dye tank top with a watermelon slice design is standing in front of a white wall. The person is wearing a headband with a watermelon slice design and has long braided hair. The person is wearing a necklace with a watermelon slice pendant. The person is holding a watermelon slice in their hand. The person is wearing a necklace with a watermelon slice pendant. The person is wearing a necklace with a watermelon slice pendant. The person is wearing a necklace with a watermelon slice pendant. The person is wearing a necklace with a watermelon slice pendant. The person is wearing a necklace with a watermelon slice pendant. The person is wearing a,Science & Technology
7388973620116180257,"The video begins with a man in a dark suit and white shirt standing against a plain gray background. The text on the screen reads ""Jordan Badda: Le Rassemblement National réalise aujourd'hui la percée la plus importante de toute son histoire. Malheureusement, l'alliance du déshonneur et les arrangements électoraux dangereux passés par Emmanuel Macron et Gabriel Attal avec les formations d'extrême-gauche, privent ce soir les Français d'une politique de redressement qu'ils ont pourtant plé",Politics
7360235976494550304,bro said sayyara,1
7309293532467039531,"The video is a commentary on the political situation, with a focus on the controversy surrounding the president's actions. The video features a discussion between two individuals, one of whom is identified as James Comer, who is accused of engaging in corruption. The discussion is set against the backdrop of a news broadcast, with the text overlay providing context and commentary on the situation. The video also includes a series of images showing the individuals in different settings, including a studio setting and a news broadcast setting. The text overlay includes information about the accusations against James Comer and the allegations of corruption. The video concludes with a statement from James Comer, denying the allegations and accusing the person who made the accusations of being",Politics
7390133152670420266,"The video features a person wearing a black off-the-shoulder shirt with a skull design and a necklace with a pendant. The person is standing in a room with a dark background, and the room is decorated with various items, including a shelf with books and other objects. The person is wearing hoop earrings and has long hair. The person is also wearing a necklace with a pendant. The person is holding a small object in their hand. The person is looking at the camera and appears to be speaking or singing. The person's hair is long and flowing, and they have a tattoo on their arm. The person is wearing a necklace with a pendant. The person is",None
7343662075299761440,"The video starts with a person standing in a room. The person is wearing a pink sweater with a black ribbon tied around the neck. The person is looking at the camera with a shocked expression. The scene then transitions to a dark room with a green light in the background. A person in a white shirt and black pants is lying on the floor. The person in the white shirt is covered in blood. The text ""This scene"" appears on the screen.",Science & Technology
7385384197864557855,"The video shows a man in a suit and tie speaking at a podium. The background is blue with the CNN logo. The text on the screen reads ""My favorite debate was a washtting whoever wasn't talking."" The man appears to be giving a speech or making a statement.",Politics
7350964297381498154,"A black box with a white label that says ""Infinity Silo"" and a red and white label that says ""Fancy Cake.""",Science & Technology
7397527101143878954,"The video depicts a heated exchange between a senator and the acting secretary of defense over the number of agents protecting the president. The senator is trying to get the number of agents assigned to the president, but the acting secretary of defense is refusing to answer the question. The senator is asking for the number of agents, but the acting secretary of defense is refusing to answer the question. The senator is trying to get the number of agents, but the acting secretary of defense is refusing to answer the question. The senator is asking for the number of agents, but the acting secretary of defense is refusing to answer the question. The senator is trying to get the number of agents, but the acting secretary of defense is",Politics
7349908267742743854,The video features a person wearing a red shirt and speaking into a microphone. The person is discussing the legal implications of President Trump's immunity claim and argues that the president has no immunity. The person also mentions that the president has $500 million in cash and is trying to make the case in court that the president's immunity claim is near impossible. The person is trying to make the case in court that the president's immunity claim is near impossible. The person argues that the president has no immunity and is trying to make the case in court that the president's immunity claim is near impossible. The person is trying to make the case in court that the president's immunity claim is near impossible. The,Politics
7368383778034601249,"The video shows a computer screen with a 3D model of a desk and a chair. The desk has a computer on it, and the chair is next to the desk. The computer has a keyboard and a mouse. The desk also has a trash can and a recycle bin. The trash can is next to the desk, and the recycle bin is next to the trash can. The desk also has a printer on it. The printer is next to the desk. The desk also has a printer on it. The printer is next to the desk. The desk also has a printer on it. The printer is next to the desk. The desk also has a printer on it. The printer is",Science & Technology
7378190751211064607,"The video showcases the versatility and functionality of the expandable camper. The trailer is equipped with a seven-way wiring harness, electric brakes, and a two-inch ball. The trailer also features spare tires, a body made of lightweight aluminum, and compartments with stainless steel hinges. The trailer is designed to be lightweight and durable, with a heavy gasket and a lockable compartment. The trailer also has a GoSun power center and a portable solar table. The trailer is equipped with a 12-volt power socket and a USB port. The trailer is also equipped with a 1100-watt power center that can be used to cook food. The trailer is designed",Part 1
7354508802932133166,"The video is a series of conversations between two individuals, one of whom is a woman and the other is a man. The woman is discussing the book ""The Book of Love"" and the man is expressing his disdain for the book, calling it ""misogyny"" and ""laziness."" The woman argues that the book is widely read and enjoyed by women, and the man dismisses this as a mere economic powerhouse. The woman also criticizes the man for his lack of understanding of the book's content and his dismissal of the women who enjoy it. The man repeatedly argues that the book is not worth reading and that the women who read it are foolish. The woman insists that",Politics
7346960504490937642,"The video starts with a woman lying on a bed, wearing a white dress and a large white hat. The scene transitions to a black and white photo of a car with two people in it. The car is driving down a road, and the people are wearing white outfits. The scene then shifts to a black and white photo of a car with two people in it, driving down a road. The scene transitions to a black and white photo of a car with two people in it, driving down a road. The scene then shifts to a black and white photo of a car with two people in it, driving down a road. The scene then shifts to a black and white photo of a car with",1. News
7410518813021637930,"The video features a series of scenes at the White House, with a focus on a woman with curly hair wearing a white blazer and a blue shirt. The text overlay suggests that the woman is being asked about the importance of the question, and the video seems to be a commentary on the significance of the question being asked.",Politics
7392992201837464850,A child is playing with a pink and purple bath bomb in a bathtub. The child is holding the bath bomb and looking at it. The child is also holding a pink and purple bath bomb in the bathtub. The child is holding a pink and purple bath bomb in the bathtub. The child is holding a pink and purple bath bomb in the bathtub. The child is holding a pink and purple bath bomb in the bathtub. The child is holding a pink and purple bath bomb in the bathtub. The child is holding a pink and purple bath bomb in the bathtub. The child is holding a pink and purple bath bomb in the bathtub. The child is holding a pink and purple bath bomb in the bathtub.,Travel & Events
7379475961139547398,"The video features a woman in a black dress with ruffled sleeves and black high heels. She walks through a modern living room with white chairs and a white table. The text on the screen reads ""Меня 60 роки"" (My 60 years) and ""Ну, чуть, 60 роки"" (But, okay, 60 years). The woman poses in different positions, showcasing the dress's ruffled sleeves and the high heels. She also demonstrates the dress's ruffled skirt and the high heels' straps. The text on the screen changes to ""Мен",1. News
7348934489122327841,"The video starts with a man in a dark coat holding a microphone and talking to a woman in a green jacket with a sign that reads ""Vid Vida"". The background shows a busy street with people holding signs and banners. The man is holding a sign that reads ""Vid Vida"". The woman is holding a sign that reads ""Vid Vida"". The man is talking to the woman. The woman is holding a sign that reads ""Vid Vida"". The man is talking to the woman. The woman is holding a sign that reads ""Vid Vida"". The man is talking to the woman. The woman is holding a sign that reads ""Vid Vida"".",1. News
7394396617882799366,"The video features a person with curly red hair, wearing a dark shirt, holding a drink with a pink and white lid. The person is in a dimly lit room with a dark background. The text overlay repeatedly appears at the top of the screen, stating ""POV: Your cousin gives you something to drink."" The person appears to be in a state of surprise or disbelief, as indicated by the text overlay. The person is holding the drink close to their face, possibly in shock or disbelief. The person's reaction is consistent throughout the video, with the text overlay remaining at the top of the screen.",Science & Technology
7315533802409839914,"Bill Maher, a well-known Islamophobe, recently had a segment that seemingly directed at 2.3 billion Christians, and he was informing them that the site where Jesus was born, aka Bethlehem in occupied Palestine, is now overwhelmingly Muslim. He says that it was 85% Christian in 1950, and he completely glosses over the fact that that territory is under Israeli occupation and has been for decades now. He kind of alludes that it is because it's under Muslim rule that Christians aren't there, but according to a Christian from Bethlehem, the reason why Christians have fleed over the years is because of the lack of job opportunities and the suffocating","The most relevant category is ""News""."
7372265021042101550,"The video features a person with long, wavy hair wearing a black shirt. The person is seen talking and gesturing with their hands, and the background includes a window with blinds and a piece of furniture. The person is responding to a comment from someone named Glasgow, who says they think Glasgow is the nicest city they've visited in the UK. The person mentions that they had a wonderful time in Glasgow and that the people of Glasgow are very outgoing and social. The person also mentions that they dream about the food in Glasgow and that they would love to move to Scotland. The person expresses their love for the architecture of Edinburgh, but they also mention that they would prefer to live in a",Science & Technology
7395290316569382174,A woman wearing glasses and a leopard print top is standing in front of a yellow background. She is talking to the camera and explaining how to make a surprise for someone.,Science & Technology
7273897683918621994,"The video captures the excitement and energy of a football game. It features players in yellow and white uniforms, with the yellow team wearing yellow helmets and the white team wearing white helmets. The players are seen running, tackling, and celebrating on the field. The crowd is cheering and waving flags, and the atmosphere is electric. The video also shows players sitting on the sidelines, listening to the crowd and celebrating with their teammates. The final scene shows a player in a white uniform with the number 16 on the back, running with the ball in his hand.",Sports
7353793317437590827,"A man and a woman are standing in a room. The man is holding a cup of coffee and the woman is holding a cup of coffee. The man is saying ""Don't prank your coworker when they're holding hot coffee"".",Science & Technology
7283933352267337002,"The video features a series of scenes showcasing different women in various outfits and settings. The first scene shows a woman wearing a white shirt with a black head covering, sitting on a couch. The text ""Mother Gohi but make her Desi"" appears on the screen, suggesting a cultural or family connection. The second scene features a woman in a red outfit with intricate embroidery and jewelry, sitting in a dimly lit room with purple lighting. The text ""Rapunzel, look at that now. You know what I see? I see a strong, confident, beautiful young lady. Oh look, you're here too."" appears on the screen, indicating a connection between the woman in the red",1. News
7365274404420406571,the day ends.,Science & Technology
7388205937036725537,"The video shows a person in a blue and white jacket driving a car. The person is trying to activate their Supacell power, as indicated by the text overlay. The person appears to be struggling with the process, as they are seen looking frustrated and confused. The person's attempts to activate the power are unsuccessful, as they repeatedly try to turn it on and off. The person's frustration is evident in their facial expressions and body language. The video ends with the person still struggling to activate the power, indicating that the attempt was unsuccessful.",1. News
7387067236218916129,"The video showcases a variety of cakes and cupcakes at Cake Box, a bakery and cafe. The cakes are displayed in a glass case, and the store is well-stocked with different flavors and toppings. The store offers a loyalty program, Cake Club, which rewards customers with free cupcakes and a £10 voucher after visiting the store three times or more. The video highlights the variety of cakes and cupcakes available, including chocolate, fruit, and other flavors. The video also shows the process of signing up for Cake Club and trying the cakes at home. The cakes are described as light, moist, and airy, with a perfect combination",Entertainment & Shows
7299771215755906312,"The video features two individuals performing a choreographed routine in a spacious, well-lit room with wooden floors and a high ceiling. The room is equipped with yellow lines on the floor, which likely indicate the boundaries for the performance. The individuals are dressed in black outfits, including long pants and jackets, and they move in sync with each other, performing various dance moves and steps. The routine includes a series of hand gestures, arm movements, and hip movements, all performed in a coordinated fashion. The individuals also occasionally turn their backs to the camera, adding a dynamic element to the performance. The video concludes with the individuals standing still, facing the camera, and making a final pose.",Fitness & Health
7393735339996712225,The video features a person wearing a white shirt with blue stripes and a blue collar. The person is standing in front of a door with a window. The person is holding a phone and appears to be speaking or thinking about something. The person is asking a question about how much money they have. The person is also thinking about how much money they have on their phone. The person is asking how much money they have on their phone. The person is thinking about how much money they have on their phone. The person is asking how much money they have on their phone. The person is thinking about how much money they have on their phone. The person is asking how much money they have on their phone,1. News
7394532218032491808,"The video features a woman in a pink dress walking down a street, followed by a man in a black shirt. The woman stops and talks to the man, who then walks away. The woman continues walking down the street, and the video ends with her walking away.",1. News
7347591598408043808,"A beautiful view of a lake at sunset. The sky is a mix of blue and orange, with the sun setting behind the clouds. The water is calm and reflects the sky, creating a serene atmosphere. There are no people or animals in sight, making it a peaceful and tranquil scene. The only sound is the gentle lapping of the water against the shore. The scene is peaceful and idyllic, with no signs of human activity. The only sound is the gentle lapping of the water against the shore. The scene is peaceful and idyllic, with no signs of human activity. The only sound is the gentle lapping of the water against the shore. The scene is peaceful and","Science & Technology

Video: A view of a city with a statue in the center. The city is surrounded by a park with trees and a river. The sky is blue with clouds. The statue is in front of a building with a dome. The building has a clock tower. The statue is in front of"
7346779567639498026,"The video is a lip tutorial from 2016. The person in the video is wearing a black tank top and has long, wavy hair. They are applying a lip gloss to their lips using a lip brush. The video shows the person's hands as they work on their lips, and they are wearing a black headband with pink details. The person is also wearing a black necklace with a pendant. The video ends with the person holding up the lip gloss tube, showing the person's hands as they work on their lips.",News
7277167570946379014,"The video captures the excitement and energy of a large crowd of fans at a soccer match. The fans are predominantly wearing yellow and black, with some wearing blue and white. They are waving their hands, cheering, and waving flags. The atmosphere is lively and energetic, with the fans expressing their support for their team. The video also captures the excitement of the players on the field, who are also waving their hands and cheering. The video concludes with the fans still cheering and waving their hands, indicating the ongoing excitement and energy of the match.",Sports
7337977691611696417,The video shows a person driving a car wearing a white hoodie and a gray shirt. The person is driving through a city with red and black seats. The person is talking to the camera and gesturing with their hands.,1. News
7299582823940312350,"The video begins with a person sitting on a green leather couch in a dimly lit room. The person is wearing a gray shirt and has their legs crossed. The scene is calm and serene, with the person seemingly lost in thought. The person then stands up and walks away from the couch, leaving the room. The scene then transitions to a close-up of the person's face, with the person looking contemplative and thoughtful. The person then walks back into the room, still wearing the gray shirt, and sits back down on the couch. The scene then transitions to a black screen, indicating a possible transition or a break in the narrative. The video concludes with the person standing alone in the dim",1. News
7364542326959574314,The video shows a person lying on a bed with a pillow and a blanket. The person is holding a pillow and appears to be in a state of relaxation or contemplation. The person is wearing a black shirt and has long hair. The person is holding a pillow and appears to be in a state of relaxation or contemplation. The person is holding a pillow and appears to be in a state of relaxation or contemplation. The person is holding a pillow and appears to be in a state of relaxation or contemplation. The person is holding a pillow and appears to be in a state of relaxation or contemplation. The person is holding a pillow and appears to be in a state of relaxation or contemplation. The person is holding,Science & Technology
7357827492289465646,The person is expressing frustration and disbelief about the inconvenience of eating and cooking. They mention that they would give up all the convenience of food and cooking if they could avoid it. They also express frustration with the idea of paying taxes and having to spend money on takeout. They mention that they have ADHD and that feeding themselves is hard because they can't eat if they're not in the mood for something. They also mention that they don't want to do it anymore and that they're over it.,Science & Technology
7346042702347406638,"The video starts with a person sitting on a rooftop in a city with a view of a church and a castle. The person is wearing a black hoodie and shorts, and is holding a phone. The scene transitions to a person sitting on a rooftop in a city with a view of a church and a castle. The person is wearing a black hoodie and shorts, and is holding a phone. The scene transitions to a person sitting on a rooftop in a city with a view of a church and a castle. The person is wearing a black hoodie and shorts, and is holding a phone. The scene transitions to a person sitting on a rooftop in a city with a view of a church and",Travel & Events
7380379588242804001,"The video features a person lying in bed with a black blanket. The person is wearing a black shirt with the words ""Je ne sais plus quoi"" and ""Je ne sais plus quoi"" written on it. The person is holding a pink pillow and appears to be in a state of contemplation or frustration. The person is also wearing a necklace with a pendant. The person is making various hand gestures, including pointing their index finger upwards and downwards, and touching their chin. The person is also holding a pink pillow and appears to be in a state of contemplation or frustration. The person is wearing a necklace with a pendant. The person is making various hand gestures, including pointing",Science & Technology
7358352976639184146,"The video shows a person driving a car on a rainy day. The person is driving on a road with other cars, and the water on the road is clear. The person is wearing a black shirt and is driving a black car. The person is driving on a road with other cars, and the water on the road is clear. The person is driving on a road with other cars, and the water on the road is clear. The person is driving on a road with other cars, and the water on the road is clear. The person is driving on a road with other cars, and the water on the road is clear. The person is driving on a road with other cars, and the",Science & Technology
7374800691677629729,How do you step 4 hours and 15 hours and it's in my blood,15
7363655590524226862,The video is a commentary on the issues with Discord's privacy and data handling. It highlights the concerns about the company's handling of user data and the lack of transparency in their terms of service. The video suggests that users should be cautious when using Discord and that the company's actions may not be in the best interest of users.,News
7362203819721166123,"The video shows a group of people gathered around a makeshift tent in a park. The tent is made of green and gray fabric, and it is surrounded by a group of people holding signs. The signs express support for the students of Harvard University and Columbia University, and they thank the students for their fight for the children in Gaza. The people in the video are holding signs that say ""We love you"" and ""We hear you."" The people in the video are wearing various outfits, including t-shirts and jackets. The video ends with a group of people holding signs that say ""We love you"" and ""We hear you.""",12. Science & Technology
7344030729531067680,"The video features two men, one in a dark suit and the other in a blue suit, engaging in a conversation at an event. The man in the dark suit is holding a microphone and the man in the blue suit is holding a piece of paper. The text on the screen changes throughout the video, indicating the conversation's progression. The man in the dark suit is asking questions and the man in the blue suit is responding. The text on the screen includes phrases like ""Fabian Köstr nimmt Politiker Hops Part 30"", ""Fabian Köstr nimmt Politiker Hops Part 30"", ""Fabian Kö",Politics
7374908166175280427,The video shows a person preparing a dish called shrimp tacos. The person starts by cutting the shrimp into small pieces and mixing them with a sauce. They then chop up vegetables and mix them with the shrimp. The person cooks the shrimp in a pan with a creamy sauce and places them on a tortilla with a side of sour cream. The final scene shows the finished dish on a plate with a side of sour cream.,Science & Technology
7362319887361903905,A woman wearing sunglasses and a gray shirt is standing in front of a crowd.,Science & Technology
7378608951975349536,"The video captures the aftermath of a soccer match between England and Swampy Road. The England players are celebrating their victory, with players in white jerseys and blue shorts holding up the trophy. The crowd is cheering and waving flags, and the players are hugging and high-fiving each other. The text ""ENGLANDWIN SOCCERAID"" appears at the top of the screen, indicating the celebration of the English team's victory. The players are seen in various poses of celebration, including raising their arms in triumph and embracing each other. The crowd is seen cheering and waving flags, and the players are seen in various poses of celebration, including raising their arms in",Sports
7278695690522348843,A man wearing a green hoodie with a picture of a cartoon character on it. He is talking to the camera and gesturing with his hands. He is sitting in an airplane seat and talking to the camera. He is wearing a ring on his left hand. He is talking about Mr. Beast and how he is flying economy because he is rich. He is talking about how Mr. Beast provides the best content on YouTube and how he is not mad at Mr. Beast. He is talking about how he is not mad at Mr. Beast and how he is flying economy. He is talking about how he is not mad at Mr. Beast and how he is flying economy,Entertainment & Shows
7369576124948548897,A man is holding a small dog in a field. The dog is wearing a red shirt with a soccer ball on it. The man is holding the dog in his arms. The dog is looking at the camera.,7. Pets & Animals
7226368631268019482,"The video features a person with long, blonde hair wearing a black leather jacket. The person is seen in a bathroom with a pink towel hanging on the wall. The person is holding a bottle of mouthwash and appears to be brushing their teeth. The person then puts on a pair of glasses and continues to brush their teeth. The person then puts on a pair of headphones and continues to brush their teeth. The person then puts on a pair of glasses and continues to brush their teeth. The person then puts on a pair of headphones and continues to brush their teeth. The person then puts on a pair of glasses and continues to brush their teeth. The person then puts on a pair of headphones and continues",Relationship
7352304151897951521,"The video starts with a person walking into a room with a chandelier hanging from the ceiling and a large window. The room is decorated with a rug, a plant, and a bookshelf. The person walks towards a couch and sits down. The person then stands up and walks towards the camera, holding a pair of shoes. The person then walks towards the camera again and sits down on the couch. The person then stands up and walks towards the camera again, holding a pair of shoes. The person then walks towards the camera again and sits down on the couch. The person then stands up and walks towards the camera again, holding a pair of shoes. The person then walks towards the camera",Science & Technology
7293639077671210286,"The video shows a person feeding fish in a pond. The person is holding a white bucket filled with fish food and feeding the fish in the pond. The fish are swimming around the pond, and the person is feeding them from the bucket. The person is wearing a white shirt and black pants. The pond is surrounded by trees and grass. The water in the pond is clear and blue. The person is feeding the fish in the pond.",1. News
7392127900079721761,"The video showcases a luxurious and well-organized living space, including a bedroom with a large bed, a bathroom with a marble countertop, and a bathroom vanity. The room is decorated with a pink wall, a wooden floor, and a lamp. The video also features a small dog, a cat, and a cat tree. The room is well-equipped with various items, including a bottle of wine, a bottle of olive oil, and a bottle of shampoo. The video also includes a quote about the cost of living in the room, which is £750 a night.",Travel & Events
7329621030023089440,"The video shows a group of people posing for photos in a room with a white wall and a black curtain. The group consists of two men and two women. One man is wearing a white hoodie with a black strap across his chest. The other man is wearing a black shirt and has long hair. One woman is wearing a black top and has long hair. The other woman is wearing a black top and has short hair. The group poses for photos, with the man in the white hoodie and the woman in the black top standing in front of the camera.",1. News
7340337384652934446,"The video is a series of images that reveal the personal lives of various individuals, particularly focusing on the children of famous actors. The video starts with a title card that reads ""Nepo Babies Who Are Hiding Their Famous Last Names."" The first person featured is Malia Obama, who is revealed to be the daughter of Academy Award-winning actor John Voight. The video then moves on to Angelina Jolie, who is revealed to be the daughter of Academy Award-winning actor John Voight. The video also features other individuals, including Redfoo and Sky Blue, who are related to the founder of Motown Records, Barry Gordy Jr. The video concludes with a title",1. News
7360733570232552710,"A person is holding a large black clock with the words ""КАКАИ"" and ""УСТАН"" on it. The person is standing in a park with trees and grass.",1. News
7306264195475983622,"The video features a group of dancers performing on stage. The lead dancer is wearing a black top and a beige skirt with a chain belt. She is surrounded by other dancers, all wearing black tops and beige skirts with chain belts. The dancers are moving energetically to the music, with the lead dancer leading the group. The stage is brightly lit with colorful lights, and the dancers are wearing white gloves and white shoes. The video captures the dancers' movements and expressions, showcasing their passion and dedication to the performance.","3. Music, Singing, & Dancing"
7398943500328242463,A person wearing blue gloves is working on a table with various materials. The person is mixing and shaping a pink resin with glitter. The person is using a purple mold to shape the pink resin with glitter. The person is also using a purple mold to shape a pink resin with glitter. The person is using a purple mold to shape a pink resin with glitter. The person is using a purple mold to shape a pink resin with glitter. The person is using a purple mold to shape a pink resin with glitter. The person is using a purple mold to shape a pink resin with glitter. The person is using a purple mold to shape a pink resin with glitter. The person is using a purple mold to,Science & Technology
7397794935199567135,"The video shows a woman tied to a tree in the jungle, with a note explaining that she was left to die by her husband. The note also mentions that she survived for 40 days without food or water. The video ends with the woman writing a letter to the police, detailing her experiences and asking for help.",1. News
7366304208150121774,"A series of frames showing a person making a heart shape with their hands in front of them. The person is wearing a red shirt with the word ""Pink"" on it.",Science & Technology
7308194891656400170,"The video is a compilation of several frames showing a large crowd of people, all wearing red shirts and holding up signs that read ""FUMBLE."" The crowd appears to be in a stadium or arena, and the people are cheering and waving their arms in excitement. The video ends with the crowd cheering and waving their arms in celebration.",1. News
7396760829498002720,"The video features a woman with long, wavy blonde hair wearing a white top. She is standing in front of a bookshelf filled with books. The woman is speaking and gesturing with her hands to emphasize her points. The text on the screen is in German and provides instructions on how to keep the books in the bookshelf. The woman explains that she keeps the books in the bookshelf because she doesn't want to lose them and because she doesn't want to have them scattered around the house. She also explains that she doesn't want to have the books in the bookshelf because she doesn't want to have them in the bookshelf.",Science & Technology
7382929842615979296,"The video features a person wearing a white t-shirt and blue jeans, sitting in a room with a mirror and a sink in the background. The person is holding their chin with one hand and appears to be in a contemplative or frustrated state, as indicated by the text on the screen. The text on the screen reads ""Ich bin gerade so deprimiert. Ich habe jetzt die letzten anderthalb Stunden damit verbracht, am Laptop irgendwelche Familien, etwas gehobene Hotels auf Mallorca oder generell bei den Jahren abzuklapp",1. News
7314163714402340102,This is how a warp gate slows a ship down to a hyper lane.,Science & Technology
7390820226562084139,"The video depicts a group of characters, including a yellow-skinned character, a brown-skinned character, and a brown-skinned character with pink ears, all wearing yellow dresses and holding umbrellas. They are standing in a puddle on a rainy day. The yellow-skinned character is holding a purple umbrella, the brown-skinned character is holding a blue umbrella, and the brown-skinned character with pink ears is holding a yellow umbrella. The brown-skinned character with pink ears is talking to the brown-skinned character with pink ears, who is looking sad and holding her hands together. The yellow-skinned character is talking to the brown-skinned character with pink ears, who is looking",1. News
7312903813122280746,"The video shows a group of farmers in France protesting against the government's decision to change the regulations against ethanol. The farmers are holding signs and chanting slogans, and they are surrounded by police officers. The farmers are also using tractors and other heavy machinery to block the roads and prevent the government from entering the area. The farmers are also using fire to burn down the government's buildings.",Politics
7293239332167617834,"The video features a woman with long, wavy hair wearing a sleeveless top with a leopard print design. She is standing in front of a window with a colorful curtain and a painting of a deer on the wall. The woman is holding a cup with a straw and appears to be speaking to the camera. The text ""some of y'all rn"" appears multiple times throughout the video, suggesting that the woman is addressing the viewers directly.",1. News
7355249683469454634,"The video features a person standing on a beach during sunset. The person is wearing a white hoodie and a white cap. The person is holding a microphone and appears to be speaking or singing. The background is a beach with waves and the sky is a mix of blue and orange, indicating the time of day is either early morning or late afternoon. The person is speaking about the joy of Jesus, the security of Jesus, the love of Jesus, and the healing power of Jesus. The person is expressing their devotion to Jesus and their desire to live through Jesus' love and healing power. The person is walking away from the camera, leaving the beach and the sunset behind.",1. News
7356329953622822187,"The video features a person wearing a colorful cap and a gray shirt with a ""Donald Trump"" logo. The person is speaking about the stock price of Trump Media and Technology Group, or DJT, which has fallen again today, about 9%. The person emphasizes the negative impact of the stock on Donald Trump's presidency and the stock's value. The person also mentions that the stock has lost value every time it falls, and that the stock market is betting against Donald Trump winning the presidency. The person expresses love for watching the stock price drop every day.",Science & Technology
7397523950391086369,"A group of cartoon characters, including a green apple with a crown, a blue apple with a crown, and a red apple with a crown, are all smiling and waving. The green apple is holding a crown, the blue apple is holding a crown, and the red apple is holding a crown. The green apple is also holding a crown with a crown on top of it. The blue apple is also holding a crown with a crown on top of it. The red apple is also holding a crown with a crown on top of it. The green apple is also holding a crown with a crown on top of it. The blue apple is also holding a crown with a crown on top of it.",Science & Technology
7343145915886193926,"The video features a series of interactions between two individuals, one in a red jacket and the other in a black leather jacket, set against the backdrop of a cobblestone street and a building with a sign that reads ""3000 B"". The person in the black leather jacket is seen holding a microphone and engaging in conversations with the person in the red jacket. The person in the red jacket is also seen holding a microphone and conversing with the person in the black leather jacket. The person in the black leather jacket is seen gesturing with their hands, possibly indicating excitement or emphasis. The person in the red jacket is seen holding a piece of paper, possibly a script or a list,",Entertainment & Shows
7390878944012045598,The video ends with the person in the black outfit standing in a room with a window in the background. The person is holding a pink object and appears to be in a celebratory mood. The person is wearing a black outfit with a white belt and has long hair. The person is standing in a room with a window in the background. The person is holding a pink object and appears to be in a celebratory mood. The person is wearing a black outfit with a white belt and has long hair. The person is standing in a room with a window in the background. The person is holding a pink object and appears to be in a celebratory mood. The person is wearing a black outfit with,Comedy
7366286242406829345,A man in a gray shirt is playing a DJ. He is standing in an office with other people working at their desks. He is using a DJ controller with a lot of buttons and knobs. He is wearing a black shirt and black shorts. He is playing music and dancing.,"Music, Singing, & Dancing"
7369594137928109345,"The video shows a close-up of a shelf in a store, filled with various food products. The focus is on a box of Mr. Brain's brand of food, which is a family favorite since 1925. The box is labeled as containing 6 pork faggots, which are a type of meat product. The price tag on the box is £1.60. The background shows other food products on the shelf, including other brands of food.",1. News
7297944147648924961,"The video shows a slow cooker filled with French onion soup. The soup is made with onions, beef stock, and bread. The soup is served with a side of bread and cheese. The video also shows the ingredients used to make the soup, including onions, beef stock, and bread. The video emphasizes the ease of making this soup in a slow cooker, which can be used while the cook is away at work. The video also highlights the texture and flavor of the soup, which is described as ""cheesy, buttery, and crusty."" The video concludes with a close-up of the soup, showing the bread and cheese on top.",Science & Technology
7372987016914455841,"The video shows a cricket match between Pakistan and England. The match is taking place in a stadium filled with spectators. The players are wearing their respective team uniforms. The text ""FREE FREE..."" appears at the top of the screen, indicating the end of the match.",Sports
7322958700291853614,"The video is a news broadcast featuring a discussion between two individuals, one of whom is identified as Donald Trump. The broadcast is set in a studio with a blue background and the Fox News logo. The discussion is focused on the topic of the pandemic, with the individuals discussing the origins of the virus and the potential impact of a second term of Donald Trump's presidency. The broadcast includes various segments, including a split-screen view of the two individuals, and a question from the audience about the topic. The broadcast concludes with a question from the audience about the topic of the pandemic.",Politics
7361435694725696810,"The video starts with a woman standing on a stage in front of a large crowd. The woman is wearing a pink dress and a black hat. The stage is dimly lit, and the crowd is cheering and waving their hands in the air. The woman is holding a microphone and appears to be speaking to the crowd. The text on the screen reads, ""Every headliner I make my VIP pledge to be a friend to anyone who came alone to the show that night."" The woman then walks off the stage and the crowd continues to cheer and wave their hands in the air. The text on the screen changes to, ""If you came to the show tonight, I want to say,",1. News
